t=0.0, v=1.5e-05, theta=1.5700454002257278, v_L=1.4901952210456036e-05, v_R=1.5098047789543961e-05
t=5.276668668668669, v=2.5049999999999994, theta=1.089895422372301, v_L=2.2232579669261736, v_R=2.786742033073825
t=5.284132132132132, v=2.5049999999999994, theta=1.0928904000762905, v_L=2.22489419079081, v_R=2.785105809209189
t=5.291595595595596, v=2.5049999999999994, theta=1.0958789119751267, v_L=2.226540873098137, v_R=2.783459126901862
t=5.29905905905906, v=2.5049999999999994, theta=1.0988608085451224, v_L=2.228197539668673, v_R=2.781802460331326
t=5.306522522522523, v=2.5049999999999994, theta=1.1018359427769147, v_L=2.229863719912821, v_R=2.7801362800871785
t=5.313985985985986, v=2.5049999999999994, theta=1.104804170181934, v_L=2.2315389471359723, v_R=2.7784610528640274
t=5.3214494494494495, v=2.5049999999999994, theta=1.1077653487980965, v_L=2.233222758678546, v_R=2.776777241321453
t=5.328912912912913, v=2.5049999999999994, theta=1.1107193391941925, v_L=2.234914696099765, v_R=2.7750853039002337
t=5.336376376376377, v=2.5049999999999994, theta=1.1136660044743867, v_L=2.2366143052302405, v_R=2.7733856947697584
t=5.34383983983984, v=2.5049999999999994, theta=1.116605210279506, v_L=2.2383211365196582, v_R=2.7716788634803406
t=5.351303303303304, v=2.5049999999999994, theta=1.119536824789234, v_L=2.240034745006951, v_R=2.7699652549930476
t=5.358766766766767, v=2.5049999999999994, theta=1.1224607187222002, v_L=2.2417546905586483, v_R=2.7682453094413506
t=5.36623023023023, v=2.5049999999999994, theta=1.1253767653355322, v_L=2.243480537960052, v_R=2.7665194620399465
t=5.373693693693694, v=2.5049999999999994, theta=1.1282848404227548, v_L=2.2452118571039885, v_R=2.7647881428960104
t=5.3811571571571575, v=2.5049999999999994, theta=1.1311848223114682, v_L=2.2469482230442854, v_R=2.763051776955714
t=5.388620620620621, v=2.5049999999999994, theta=1.1340765918599383, v_L=2.248689216124211, v_R=2.761310783875788
t=5.396084084084085, v=2.5049999999999994, theta=1.1369600324519156, v_L=2.250434422160867, v_R=2.7595655778391315
t=5.403547547547547, v=2.5049999999999994, theta=1.1398350299917106, v_L=2.252183432443914, v_R=2.757816567556085
t=5.411011011011011, v=2.5049999999999994, theta=1.142701472897126, v_L=2.253935843944279, v_R=2.7560641560557197
t=5.418474474474475, v=2.5049999999999994, theta=1.1455592520931568, v_L=2.25569125926072, v_R=2.754308740739279
t=5.425937937937938, v=2.5049999999999994, theta=1.14840826100217, v_L=2.2574492869385856, v_R=2.7525507130614137
t=5.433401401401402, v=2.5049999999999994, theta=1.1512483955370538, v_L=2.259209541218474, v_R=2.7507904587815255
t=5.440864864864865, v=2.5049999999999994, theta=1.154079554089212, v_L=2.2609716424865507, v_R=2.749028357513448
t=5.448328328328329, v=2.5049999999999994, theta=1.156901637519186, v_L=2.2627352170470294, v_R=2.7472647829529695
t=5.455791791791792, v=2.5049999999999994, theta=1.159714549144763, v_L=2.2644998973345607, v_R=2.745500102665438
t=5.463255255255255, v=2.5049999999999994, theta=1.1625181947289056, v_L=2.2662653219225617, v_R=2.7437346780774376
t=5.470718718718719, v=2.5049999999999994, theta=1.1653124824663368, v_L=2.268031135626503, v_R=2.741968864373496
t=5.478182182182183, v=2.5049999999999994, theta=1.1680973229709006, v_L=2.269796989424145, v_R=2.7402030105758537
t=5.485645645645646, v=2.5049999999999994, theta=1.1708726292593286, v_L=2.271562540742677, v_R=2.7384374592573217
t=5.49310910910911, v=2.5049999999999994, theta=1.17363831673839, v_L=2.2733274531517544, v_R=2.7366725468482445
t=5.5005725725725725, v=2.5049999999999994, theta=1.1763943031875483, v_L=2.27509139671881, v_R=2.734908603281189
t=5.508036036036036, v=2.5049999999999994, theta=1.179140508742929, v_L=2.2768540478713266, v_R=2.7331459521286723
t=5.5154994994995, v=2.5049999999999994, theta=1.1818768558810497, v_L=2.2786150893876234, v_R=2.731384910612376
t=5.522962962962963, v=2.5049999999999994, theta=1.1846032694003557, v_L=2.2803742105467952, v_R=2.729625789453204
t=5.530426426426427, v=2.5049999999999994, theta=1.187319676403782, v_L=2.2821311070083627, v_R=2.727868892991636
t=5.5378898898898905, v=2.5049999999999994, theta=1.1900260062794616, v_L=2.2838854809277036, v_R=2.7261145190722957
t=5.545353353353353, v=2.5049999999999994, theta=1.1927221906823124, v_L=2.28563704084264, v_R=2.7243629591573595
t=5.552816816816817, v=2.5049999999999994, theta=1.1954081635137943, v_L=2.2873855017821962, v_R=2.7226144982178027
t=5.56028028028028, v=2.5049999999999994, theta=1.1980838609015592, v_L=2.289130585228084, v_R=2.720869414771915
t=5.567743743743744, v=2.5049999999999994, theta=1.20074922117965, v_L=2.290872019024373, v_R=2.719127980975626
t=5.575207207207208, v=2.5049999999999994, theta=1.2034041848667916, v_L=2.292609537481916, v_R=2.717390462518083
t=5.582670670670671, v=2.5049999999999994, theta=1.2060486946447149, v_L=2.2943428813234124, v_R=2.7156571186765865
t=5.590134134134135, v=2.5049999999999994, theta=1.2086826953374636, v_L=2.2960717975521825, v_R=2.7139282024478164
t=5.597597597597598, v=2.5049999999999994, theta=1.2113061338875701, v_L=2.297796039646497, v_R=2.712203960353502
t=5.605061061061061, v=2.5049999999999994, theta=1.2139189593348276, v_L=2.299515367295414, v_R=2.710484632704585
t=5.612524524524525, v=2.5049999999999994, theta=1.2165211227924722, v_L=2.30122954654601, v_R=2.708770453453989
t=5.619987987987988, v=2.5049999999999994, theta=1.219112577424562, v_L=2.3029383496478792, v_R=2.70706165035212
t=5.627451451451452, v=2.5049999999999994, theta=1.2216932784219754, v_L=2.3046415550999786, v_R=2.7053584449000203
t=5.634914914914916, v=2.5049999999999994, theta=1.224263182979116, v_L=2.306338947532677, v_R=2.703661052467322
t=5.642378378378378, v=2.5049999999999994, theta=1.2268222502693709, v_L=2.3080303177389916, v_R=2.7019696822610078
t=5.649841841841842, v=2.5049999999999994, theta=1.2293704414212197, v_L=2.309715462559564, v_R=2.7002845374404343
t=5.6573053053053055, v=2.5049999999999994, theta=1.231907719493444, v_L=2.311394184884188, v_R=2.698605815115811
t=5.664768768768769, v=2.5049999999999994, theta=1.2344340494507717, v_L=2.313066293551225, v_R=2.696933706448774
t=5.672232232232233, v=2.5049999999999994, theta=1.2369493981385404, v_L=2.314731603352897, v_R=2.6952683966471014
t=5.679695695695696, v=2.5049999999999994, theta=1.239453734258183, v_L=2.3163899349032593, v_R=2.6936100650967396
t=5.687159159159159, v=2.5049999999999994, theta=1.241947028341567, v_L=2.3180411146544455, v_R=2.6919588853455534
t=5.694622622622623, v=2.5049999999999994, theta=1.2444292527262348, v_L=2.3196849747566866, v_R=2.6903150252433123
t=5.702086086086086, v=2.5049999999999994, theta=1.2469003815293112, v_L=2.3213213530874146, v_R=2.6886786469125843
t=5.70954954954955, v=2.5049999999999994, theta=1.2493603906224096, v_L=2.322950093102617, v_R=2.6870499068973817
t=5.7170130130130135, v=2.5049999999999994, theta=1.2518092576061248, v_L=2.3245710437952707, v_R=2.685428956204728
t=5.724476476476477, v=2.5049999999999994, theta=1.2542469617839187, v_L=2.326184059666597, v_R=2.6838159403334023
t=5.73193993993994, v=2.5049999999999994, theta=1.2566734841368443, v_L=2.3277890005898394, v_R=2.6822109994101595
t=5.739403403403403, v=2.5049999999999994, theta=1.259088807297593, v_L=2.3293857317861946, v_R=2.6806142682138043
t=5.746866866866867, v=2.5049999999999994, theta=1.2614929155246113, v_L=2.3309741237446238, v_R=2.6790258762553747
t=5.754330330330331, v=2.5049999999999994, theta=1.2638857946766902, v_L=2.332554052113251, v_R=2.677445947886748
t=5.761793793793794, v=2.5049999999999994, theta=1.2662674321864478, v_L=2.3341253977043466, v_R=2.6758746022956523
t=5.769257257257258, v=2.5049999999999994, theta=1.2686378170356063, v_L=2.3356880462896874, v_R=2.6743119537103115
t=5.776720720720721, v=2.5049999999999994, theta=1.2709969397283063, v_L=2.337241888667738, v_R=2.6727581113322607
t=5.784184184184184, v=2.5049999999999994, theta=1.2733447922657466, v_L=2.3387868204927944, v_R=2.6712131795072045
t=5.791647647647648, v=2.5049999999999994, theta=1.2756813681208998, v_L=2.340322742195193, v_R=2.6696772578048065
t=5.799111111111111, v=2.5049999999999994, theta=1.2780066622122794, v_L=2.3418495589748267, v_R=2.6681504410251726
t=5.806574574574575, v=2.5049999999999994, theta=1.2803206708790378, v_L=2.343367180631407, v_R=2.6666328193685915
t=5.8140380380380385, v=2.5049999999999994, theta=1.2826233918550791, v_L=2.344875521560958, v_R=2.6651244784390413
t=5.821501501501502, v=2.5049999999999994, theta=1.2849148242438382, v_L=2.3463745006343086, v_R=2.6636254993656903
t=5.828964964964965, v=2.5049999999999994, theta=1.287194968493716, v_L=2.3478640410788683, v_R=2.6621359589211306
t=5.8364284284284285, v=2.5049999999999994, theta=1.2894638263717608, v_L=2.3493440705270845, v_R=2.660655929472914
t=5.843891891891892, v=2.5049999999999994, theta=1.2917214009397495, v_L=2.350814520777088, v_R=2.6591854792229106
t=5.851355355355356, v=2.5049999999999994, theta=1.2939676965288838, v_L=2.352275327817473, v_R=2.657724672182526
t=5.858818818818819, v=2.5049999999999994, theta=1.2962027187151273, v_L=2.3537264317105357, v_R=2.6562735682894627
t=5.866282282282283, v=2.5049999999999994, theta=1.298426474294913, v_L=2.355167776496791, v_R=2.6548322235032074
t=5.873745745745746, v=2.5049999999999994, theta=1.300638971260223, v_L=2.356599310166659, v_R=2.65340068983334
t=5.881209209209209, v=2.5049999999999994, theta=1.3028402187750576, v_L=2.3580209844967808, v_R=2.651979015503218
t=5.888672672672673, v=2.5049999999999994, theta=1.3050302271505816, v_L=2.359432755070094, v_R=2.6505672449299054
t=5.896136136136136, v=2.5049999999999994, theta=1.3072090078222223, v_L=2.3608345810764857, v_R=2.6491654189235136
t=5.9035995995996, v=2.5049999999999994, theta=1.3093765733251057, v_L=2.3622264253557104, v_R=2.647773574644289
t=5.911063063063064, v=2.5049999999999994, theta=1.3115329372709983, v_L=2.3636082542306105, v_R=2.646391745769388
t=5.918526526526527, v=2.5049999999999994, theta=1.3136781143249199, v_L=2.364980037462079, v_R=2.645019962537921
t=5.92598998998999, v=2.5049999999999994, theta=1.3158121201821646, v_L=2.3663417481569606, v_R=2.643658251843038
t=5.9334534534534535, v=2.5049999999999994, theta=1.3179349715452422, v_L=2.367693362708998, v_R=2.642306637291001
t=5.940916916916917, v=2.5049999999999994, theta=1.3200466861013371, v_L=2.369034860700087, v_R=2.640965139299912
t=5.948380380380381, v=2.5049999999999994, theta=1.322147282499675, v_L=2.3703662248440605, v_R=2.6396337751559384
t=5.955843843843844, v=2.5049999999999994, theta=1.3242367803295811, v_L=2.3716874408791226, v_R=2.6383125591208763
t=5.963307307307308, v=2.5049999999999994, theta=1.3263152000983205, v_L=2.372998497521186, v_R=2.6370015024788134
t=5.970770770770771, v=2.5049999999999994, theta=1.3283825632091104, v_L=2.374299386391539, v_R=2.6357006136084595
t=5.978234234234234, v=2.5049999999999994, theta=1.33043889194012, v_L=2.375590101894844, v_R=2.6344098981051545
t=5.985697697697698, v=2.5049999999999994, theta=1.3324842094226756, v_L=2.3768706412109113, v_R=2.633129358789087
t=5.9931611611611615, v=2.5049999999999994, theta=1.3345185396202555, v_L=2.3781410041861495, v_R=2.63185899581385
t=6.000624624624625, v=2.5049999999999994, theta=1.336541907307955, v_L=2.379401193248157, v_R=2.6305988067518413
t=6.008088088088089, v=2.5049999999999994, theta=1.3385543380517126, v_L=2.3806512133641458, v_R=2.629348786635853
t=6.015551551551551, v=2.5049999999999994, theta=1.340555858188036, v_L=2.3818910719550708, v_R=2.628108928044928
t=6.023015015015015, v=2.5049999999999994, theta=1.342546494803627, v_L=2.38312077884702, v_R=2.626879221152979
t=6.030478478478479, v=2.5049999999999994, theta=1.3445262757162362, v_L=2.384340346143414, v_R=2.625659653856585
t=6.037941941941942, v=2.5049999999999994, theta=1.3464952294543298, v_L=2.38554978824464, v_R=2.6244502117553585
t=6.045405405405406, v=2.5049999999999994, theta=1.348453385238443, v_L=2.386749121694343, v_R=2.623250878305656
t=6.052868868868869, v=2.5049999999999994, theta=1.3504007729613128, v_L=2.3879383652031247, v_R=2.6220616347968746
t=6.060332332332333, v=2.5049999999999994, theta=1.3523374231699927, v_L=2.3891175394788036, v_R=2.620882460521195
t=6.067795795795796, v=2.5049999999999994, theta=1.3542633670467272, v_L=2.3902866672537266, v_R=2.6197133327462723
t=6.075259259259259, v=2.5049999999999994, theta=1.3561786363906976, v_L=2.3914457731840404, v_R=2.6185542268159585
t=6.082722722722723, v=2.5049999999999994, theta=1.358083263600102, v_L=2.3925948837835995, v_R=2.6174051162164
t=6.090186186186187, v=2.5049999999999994, theta=1.3599772816544744, v_L=2.3937340273642826, v_R=2.6162659726357167
t=6.09764964964965, v=2.5049999999999994, theta=1.3618607240968659, v_L=2.394863233999214, v_R=2.615136766000785
t=6.105113113113114, v=2.5049999999999994, theta=1.3637336250169112, v_L=2.3959825354272852, v_R=2.6140174645727132
t=6.1125765765765765, v=2.5049999999999994, theta=1.3655960190337824, v_L=2.397091965016696, v_R=2.6129080349833025
t=6.12004004004004, v=2.5049999999999994, theta=1.3674479412791034, v_L=2.3981915577256956, v_R=2.6118084422743033
t=6.127503503503504, v=2.5049999999999994, theta=1.3692894273809726, v_L=2.39928134999698, v_R=2.610718650003019
t=6.134966966966967, v=2.5049999999999994, theta=1.3711205134474371, v_L=2.4003613797496186, v_R=2.6096386202503807
t=6.142430430430431, v=2.5049999999999994, theta=1.3729412360505482, v_L=2.401431686306658, v_R=2.60856831369334
t=6.1498938938938945, v=2.5049999999999994, theta=1.3747516322107527, v_L=2.4024923103373195, v_R=2.60750768966268
t=6.157357357357357, v=2.5049999999999994, theta=1.3765517393814557, v_L=2.4035432938103405, v_R=2.606456706189659
t=6.164820820820821, v=2.5049999999999994, theta=1.378341595433499, v_L=2.4045846799621087, v_R=2.6054153200378902
t=6.172284284284284, v=2.5049999999999994, theta=1.380121238640896, v_L=2.4056165131901803, v_R=2.604383486809818
t=6.179747747747748, v=2.5049999999999994, theta=1.3818907076654483, v_L=2.406638839081987, v_R=2.603361160918012
t=6.187211211211212, v=2.5049999999999994, theta=1.3836500415424937, v_L=2.407651704316848, v_R=2.6023482956831505
t=6.194674674674675, v=2.5049999999999994, theta=1.385399279667084, v_L=2.408655156609975, v_R=2.601344843390024
t=6.202138138138139, v=2.5049999999999994, theta=1.387138461779537, v_L=2.4096492447146063, v_R=2.6003507552853926
t=6.209601601601602, v=2.5049999999999994, theta=1.3888676279521432, v_L=2.410634018327167, v_R=2.5993659816728316
t=6.217065065065065, v=2.5049999999999994, theta=1.3905868185753323, v_L=2.411609528086484, v_R=2.5983904719135147
t=6.224528528528529, v=2.5049999999999994, theta=1.392296074344815, v_L=2.4125758254909697, v_R=2.5974241745090296
t=6.231991991991992, v=2.5049999999999994, theta=1.3939954362484304, v_L=2.413532962885569, v_R=2.5964670371144303
t=6.239455455455456, v=2.5049999999999994, theta=1.3956849455533251, v_L=2.414480993416044, v_R=2.5955190065839546
t=6.24691891891892, v=2.5049999999999994, theta=1.3973646437939413, v_L=2.4154199709579403, v_R=2.5945800290420586
t=6.254382382382382, v=2.5049999999999994, theta=1.3990345727588303, v_L=2.41634995015326, v_R=2.593650049846739
t=6.261845845845846, v=2.5049999999999994, theta=1.400694774479807, v_L=2.417270986259466, v_R=2.592729013740533
t=6.2693093093093095, v=2.5049999999999994, theta=1.402345291219157, v_L=2.418183135228486, v_R=2.591816864771513
t=6.276772772772773, v=2.5049999999999994, theta=1.40398616545854, v_L=2.4190864535921603, v_R=2.5909135464078386
t=6.284236236236237, v=2.5049999999999994, theta=1.4056174398877357, v_L=2.4199809984473, v_R=2.590019001552699
t=6.2916996996997, v=2.5049999999999994, theta=1.4072391573931287, v_L=2.42086682744677, v_R=2.5891331725532294
t=6.299163163163163, v=2.5049999999999994, theta=1.4088513610473232, v_L=2.4217439987178326, v_R=2.5882560012821667
t=6.306626626626627, v=2.5049999999999994, theta=1.4104540940978703, v_L=2.4226125708874133, v_R=2.5873874291125856
t=6.31409009009009, v=2.5049999999999994, theta=1.4120473999575212, v_L=2.423472602982085, v_R=2.5865273970179143
t=6.321553553553554, v=2.5049999999999994, theta=1.4136313221934385, v_L=2.42432415446167, v_R=2.5856758455383293
t=6.3290170170170175, v=2.5049999999999994, theta=1.4152059045172292, v_L=2.4251672851578556, v_R=2.5848327148421433
t=6.336480480480481, v=2.5049999999999994, theta=1.4167711907753435, v_L=2.4260020552363555, v_R=2.5839979447636434
t=6.343943943943945, v=2.5049999999999994, theta=1.4183272249394738, v_L=2.426828525179181, v_R=2.583171474820818
t=6.351407407407407, v=2.5049999999999994, theta=1.4198740510968697, v_L=2.4276467557711014, v_R=2.582353244228897
t=6.358870870870871, v=2.5049999999999994, theta=1.421411713441303, v_L=2.428456808049782, v_R=2.5815431919502165
t=6.366334334334335, v=2.5049999999999994, theta=1.422940256264162, v_L=2.4292587432833224, v_R=2.580741256716676
t=6.373797797797798, v=2.5049999999999994, theta=1.4244597239454708, v_L=2.4300526229579873, v_R=2.5799473770420116
t=6.381261261261262, v=2.5049999999999994, theta=1.4259701609452036, v_L=2.430838508748159, v_R=2.5791614912518397
t=6.388724724724725, v=2.5049999999999994, theta=1.4274716117953634, v_L=2.4316164624643957, v_R=2.5783835375356037
t=6.396188188188188, v=2.5049999999999994, theta=1.4289641210909674, v_L=2.432386546092554, v_R=2.5776134539074453
t=6.403651651651652, v=2.5049999999999994, theta=1.430447733482837, v_L=2.433148821692201, v_R=2.5768511783077988
t=6.411115115115115, v=2.5049999999999994, theta=1.4319224936688009, v_L=2.433903351460554, v_R=2.576096648539445
t=6.418578578578579, v=2.5049999999999994, theta=1.433388446387133, v_L=2.4346501976118167, v_R=2.5753498023881827
t=6.4260420420420425, v=2.5049999999999994, theta=1.4348456364079645, v_L=2.4353894224628414, v_R=2.5746105775371575
t=6.433505505505506, v=2.5049999999999994, theta=1.4362941085267942, v_L=2.436121088320364, v_R=2.573878911679635
t=6.440968968968969, v=2.5049999999999994, theta=1.4377339075566957, v_L=2.436845257532716, v_R=2.573154742467283
t=6.4484324324324325, v=2.5049999999999994, theta=1.43916507832194, v_L=2.437561992411549, v_R=2.5724380075884494
t=6.455895895895896, v=2.5049999999999994, theta=1.4405876656506296, v_L=2.438271355268393, v_R=2.5717286447316066
t=6.46335935935936, v=2.5049999999999994, theta=1.4420017143684478, v_L=2.4389734083523362, v_R=2.5710265916476636
t=6.470822822822823, v=2.5049999999999994, theta=1.4434072692920166, v_L=2.4396682138592833, v_R=2.5703317861407156
t=6.478286286286287, v=2.5049999999999994, theta=1.4448043752224908, v_L=2.4403558339116915, v_R=2.5696441660883074
t=6.4857497497497505, v=2.5049999999999994, theta=1.4461930769397136, v_L=2.441036330524168, v_R=2.5689636694758304
t=6.493213213213213, v=2.5049999999999994, theta=1.4475734191957783, v_L=2.441709765622799, v_R=2.5682902343772005
t=6.500676676676677, v=2.5049999999999994, theta=1.4489454467094705, v_L=2.4423762009967867, v_R=2.5676237990032127
t=6.50814014014014, v=2.5049999999999994, theta=1.4503092041606092, v_L=2.4430356982958754, v_R=2.5669643017041235
t=6.515603603603604, v=2.5049999999999994, theta=1.4516647361842403, v_L=2.4436883190301613, v_R=2.566311680969838
t=6.523067067067068, v=2.5049999999999994, theta=1.4530120873652932, v_L=2.4443341245422237, v_R=2.5656658754577752
t=6.530530530530531, v=2.5049999999999994, theta=1.4543513022336512, v_L=2.4449731759823914, v_R=2.5650268240176075
t=6.537993993993994, v=2.5049999999999994, theta=1.4556824252584817, v_L=2.445605534335985, v_R=2.5643944656640145
t=6.5454574574574576, v=2.5049999999999994, theta=1.4570055008438276, v_L=2.446231260361445, v_R=2.5637687396385545
t=6.552920920920921, v=2.5049999999999994, theta=1.458320573323044, v_L=2.446850414636342, v_R=2.563149585363657
t=6.560384384384385, v=2.5049999999999994, theta=1.4596276869549594, v_L=2.4474630574759093, v_R=2.56253694252409
t=6.567847847847848, v=2.5049999999999994, theta=1.46092688591855, v_L=2.4480692489944005, v_R=2.561930751005599
t=6.575311311311312, v=2.5049999999999994, theta=1.4622182143089055, v_L=2.4486690490434917, v_R=2.5613309509565068
t=6.582774774774775, v=2.5049999999999994, theta=1.4635017161326014, v_L=2.449262517234647, v_R=2.5607374827653513
t=6.590238238238238, v=2.5049999999999994, theta=1.4647774353039138, v_L=2.449849712898288, v_R=2.5601502871017114
t=6.597701701701702, v=2.5049999999999994, theta=1.4660454156402947, v_L=2.4504306951127495, v_R=2.5595693048872494
t=6.6051651651651655, v=2.5049999999999994, theta=1.4673057008586103, v_L=2.451005522667666, v_R=2.5589944773323325
t=6.612628628628629, v=2.5049999999999994, theta=1.4685583345713897, v_L=2.4515742540609144, v_R=2.558425745939085
t=6.620092092092093, v=2.5049999999999994, theta=1.4698033602829172, v_L=2.452136947502464, v_R=2.557863052497535
t=6.627555555555556, v=2.5048766666666658, theta=1.4710408213856967, v_L=2.452572902858059, v_R=2.557180430475273
t=6.635019019019019, v=2.504006576576576, theta=1.472270761157029, v_L=2.452271553427854, v_R=2.555741599725298
t=6.642482482482483, v=2.502297492492492, theta=1.473493222755381, v_L=2.4511421184262825, v_R=2.553452866558702
t=6.649945945945946, v=2.499756081081081, theta=1.4747082492174175, v_L=2.449190650966705, v_R=2.550321511195457
t=6.65740940940941, v=2.4963762012012003, theta=1.4759158834545636, v_L=2.4464106695451675, v_R=2.5463417328572335
t=6.664872872872873, v=2.492163183183182, theta=1.477116168250008, v_L=2.4428069426298893, v_R=2.541519423736475
t=6.672336336336337, v=2.487112792792792, theta=1.4783091462557674, v_L=2.4383748767540254, v_R=2.5358507088315583
t=6.6797997997998, v=2.4812281681681676, theta=1.4794948599896642, v_L=2.4331171148851527, v_R=2.5293392214511825
t=6.687263263263263, v=2.474507267267267, theta=1.4806733518329196, v_L=2.427031232110963, v_R=2.521983302423571
t=6.694726726726727, v=2.4669510360360354, theta=1.4818446640267748, v_L=2.4201177433043273, v_R=2.5137843287677435
t=6.702190190190191, v=2.4585596246246233, theta=1.4830088386707427, v_L=2.412376393198609, v_R=2.504742856050637
t=6.709653653653654, v=2.4493317867867854, theta=1.484165917719336, v_L=2.4038055660287725, v_R=2.4948580075447984
t=6.717117117117118, v=2.439269864864864, theta=1.485315942980166, v_L=2.3944071772369018, v_R=2.484132552492827
t=6.7245805805805805, v=2.4283704204204204, theta=1.486458956111344, v_L=2.38417747796081, v_R=2.4725633628800314
t=6.732044044044044, v=2.4166379879879876, theta=1.4875949986194326, v_L=2.3731205553515244, v_R=2.4601554206244507
t=6.739507507507508, v=2.4040669369369363, theta=1.4887241118570136, v_L=2.361230525082527, v_R=2.446903348791346
t=6.746970970970971, v=2.390663558558557, theta=1.48984633702102, v_L=2.3485132192172005, v_R=2.432813897899914
t=6.754434434434435, v=2.3764213363363353, theta=1.4909617151502124, v_L=2.3349618989319745, v_R=2.4178807737406958
t=6.7618978978978985, v=2.361346351351351, theta=1.4920702871239073, v_L=2.3205822092865462, v_R=2.4021104934161555
t=6.769361361361362, v=2.345433618618617, theta=1.493172093659276, v_L=2.305368931212109, v_R=2.3854983060251254
t=6.776824824824825, v=2.328687027027027, theta=1.4942671753105934, v_L=2.2893255741478207, v_R=2.368048479906233
t=6.7842882882882884, v=2.311103783783783, theta=1.4953555724666732, v_L=2.272449088532059, v_R=2.349758479035507
t=6.791751751751752, v=2.292685585585584, theta=1.4964373253498282, v_L=2.2547408459462583, v_R=2.33063032522491
t=6.799215215215216, v=2.2734318318318314, theta=1.4975124740138048, v_L=2.236199967305447, v_R=2.310663696358216
t=6.806678678678679, v=2.253342027027026, theta=1.4985810583429677, v_L=2.21682568413298, v_R=2.289858369921072
t=6.814142142142143, v=2.232417762762761, theta=1.4996431180501058, v_L=2.1966192887604734, v_R=2.2682162367650487
t=6.821605605605606, v=2.2106563513513513, theta=1.500698692675808, v_L=2.1755778705433793, v_R=2.2457348321593233
t=6.829069069069069, v=2.188061576576575, theta=1.5017478215866824, v_L=2.15370489411948, v_R=2.2224182590336703
t=6.836532532532533, v=2.164628558558557, theta=1.5027905439743094, v_L=2.1309953046343346, v_R=2.19826181248278
t=6.843995995995996, v=2.140363213213212, theta=1.5038268988541024, v_L=2.1074546807669043, v_R=2.17327174565952
t=6.85145945945946, v=2.115258648648647, theta=1.5048569250641974, v_L=2.0830759988652514, v_R=2.1474412984320437
t=6.858922922922924, v=2.089321696696694, theta=1.5058806612643276, v_L=2.057865754613531, v_R=2.120777638779857
t=6.866386386386386, v=2.062546621621623, theta=1.5068981459349093, v_L=2.031818074205385, v_R=2.093275169037861
t=6.87384984984985, v=2.0349380630630645, theta=1.5079094173762526, v_L=2.0049373090185867, v_R=2.0649388171075427
t=6.8813133133133135, v=2.006492477477478, theta=1.508914513707236, v_L=1.9772197557716567, v_R=2.0357651991832997
t=6.888776776776777, v=1.9772123123123113, theta=1.5099134728650494, v_L=1.9486676196049864, v_R=2.005757005019636
t=6.896240240240241, v=1.947096216216214, theta=1.5109063326040895, v_L=1.9192793686185896, v_R=1.9749130638138381
t=6.903703703703704, v=1.916144444444442, theta=1.5118931304952063, v_L=1.8890550598569547, v_R=1.9432338290319298
t=6.911167167167168, v=1.884357837837836, theta=1.5128739039252577, v_L=1.857995333647503, v_R=1.910720342028169
t=6.918630630630631, v=1.851734459459461, theta=1.5138486900962833, v_L=1.8260980971149445, v_R=1.8773708218039769
t=6.926094094094094, v=1.8182773423423424, theta=1.5148175260250825, v_L=1.7933661636384595, v_R=1.843188521046225
t=6.933557557557558, v=1.7839823573573559, theta=1.5157804485425204, v_L=1.7597952886697035, v_R=1.8081694260450083
t=6.9410210210210215, v=1.7488547297297268, theta=1.5167374942932337, v_L=1.7253904594286993, v_R=1.7723190000307545
t=6.948484484484485, v=1.7128881381381358, theta=1.5176886997350276, v_L=1.690145277995989, v_R=1.7356309982802822
t=6.955947947947949, v=1.6760892192192174, theta=1.5186341011385336, v_L=1.65406613567968, v_R=1.698112302758755
t=6.963411411411411, v=1.6387138288288299, theta=1.5195737345869684, v_L=1.6174054109635645, v_R=1.6600222466940953
t=6.970874874874875, v=1.6013218768768762, theta=1.5205076359755108, v_L=1.5807157666785692, v_R=1.6219279870751837
t=6.978338338338339, v=1.563929924924923, theta=1.5214358410114446, v_L=1.5440137380775594, v_R=1.5838461117722864
t=6.985801801801802, v=1.5265379729729704, theta=1.5223583852135243, v_L=1.5072995138406633, v_R=1.5457764321052778
t=6.993265265265266, v=1.4891460210210192, theta=1.5232753039120828, v_L=1.4705732800390867, v_R=1.5077187620029517
t=7.000728728728729, v=1.451754069069067, theta=1.5241866322485842, v_L=1.433835220177079, v_R=1.4696729179610548
t=7.008192192192192, v=1.414362117117118, theta=1.5250924051758252, v_L=1.3970855152087027, v_R=1.4316387190255326
t=7.015655655655656, v=1.3769701651651658, theta=1.5259926574574938, v_L=1.3603243435803656, v_R=1.3936159867499658
t=7.023119119119119, v=1.3395782132132148, theta=1.5268874236682903, v_L=1.3235518812494222, v_R=1.3556045451770071
t=7.030582582582583, v=1.3021862612612616, theta=1.527776738194024, v_L=1.2867683017145626, v_R=1.3176042208079606
t=7.0380460460460466, v=1.2647943093093081, theta=1.528660635231275, v_L=1.2499737760526302, v_R=1.2796148425659866
t=7.04550950950951, v=1.2274023573573547, theta=1.5295391487877719, v_L=1.2131684729351973, v_R=1.2416362417795122
t=7.052972972972973, v=1.1900104054054057, theta=1.5304123126821505, v_L=1.1763525586680184, v_R=1.203668252142793
t=7.0604364364364365, v=1.1526184534534547, theta=1.5312801605443886, v_L=1.1395261972087078, v_R=1.1657107096982016
